Régions;GRIP;IRA;CONS;GRIP;IRA;CONS;GRIP;IRA;CONS; TOTGRIP;Tot IRA;T,cons;TX GR;TX IRA;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine1;Tunis;0;0;0;0;0;0;0;0;0;0;0;0;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine1;Ariana;38;0;303;28;0;205;97;0;1061;163;0;1569;10,4;0,0;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine1;Mannouba;0;0;0;0;0;0;0;0;0;0;0;0;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine1;Ben Arous;4;226;770;40;174;524;74;310;2510;118;710;3804;3,1;18,7;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine1;Bizerte;34;219;388;25;122;306;64;180;1557;123;521;2251;5,5;23,1;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine1;Nabeul;38;603;1306;51;236;655;123;559;4404;212;1398;6365;3,3;22,0;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine1;Zaghouan;9;0;249;48;0;283;81;0;1262;138;0;1794;7,7;0;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine1;Beja;14;5;94;5;10;78;17;30;321;36;45;493;7,3;9,127789047;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine1;Jendouba ;33;194;456;20;63;258;71;81;881;124;338;1595;7,8;21,2;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine1;Le Kef;0;242;814;201;0;749;752;0;4052;953;242;5615;17,0;4,3;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine1;Siliana;5;0;49;11;0;71;48;0;682;64;0;802;8,0;0;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine1;Kairouan;23;113;811;29;96;1144;162;244;3806;214;453;5761;3,7;7,863218191;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine1;Sousse;26;170;699;27;63;485;138;150;4334;191;383;5518;3,5;6,9;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine1;Mahdia;13;4;301;9;0;259;31;0;459;53;4;1019;5,2;0,392541708;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine1;Monastir;0;0;0;0;0;0;0;0;0;0;0;0;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine1;Kasserine;74;16;1114;97;6;524;254;40;3856;425;62;5494;7,7;1,1;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine1;Sfax;33;198;652;75;120;777;164;248;3539;272;566;4968;5,5;11,4;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine1;Gabes;12;70;287;21;10;296;132;25;1313;165;105;1896;8,7;5,537974684;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine1;Kebili;48;150;507;54;28;454;260;72;2571;362;250;3532;10,2;7,1;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine1;Gafsa;37;0;724;16;0;684;432;0;3933;485;0;5341;9,1;0;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine1;Sidi Bouz;135;187;724;111;88;638;352;144;3576;598;419;4938;12,1;8,485216687;;;;;;;;;;;;;;;;;;
